MUNK01_002717-T1:2-358	XP_029766327.1	40.000	215	119	4	40	248	53	263	3.23e-43	154
MUNK01_002717-T1:2-358	XP_029765262.1	42.553	47	24	2	217	261	114	159	0.36	31.6
MUNK01_002717-T1:2-358	XP_029765889.1	33.333	75	37	4	166	234	356	423	0.79	30.4
MUNK01_002717-T1:2-358	XP_029763389.1	25.225	111	66	3	52	145	35	145	0.88	30.0
MUNK01_002717-T1:2-358	XP_029765369.1	30.508	59	37	2	143	199	182	238	2.4	28.5
MUNK01_002717-T1:2-358	XP_029766010.1	48.387	31	15	1	166	195	382	412	3.5	28.5
MUNK01_002717-T1:2-358	XP_029760361.1	31.481	54	36	1	225	277	435	488	4.0	28.1
MUNK01_002717-T1:2-358	XP_029764833.1	41.935	31	16	1	179	207	1358	1388	4.2	28.1
MUNK01_002717-T1:2-358	XP_029754551.1	26.761	71	44	2	1	71	669	731	8.3	27.3
MUNK01_002717-T1:2-358	XP_029763468.1	30.435	69	46	1	24	90	264	332	8.3	26.9
MUNK01_002717-T1:2-358	XP_029765558.1	26.415	53	39	0	125	177	465	517	8.4	27.3
